,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
7494,25443,3.75238043542802e+18,1.23766195080384e+18,21.781156539899996,21.1849861145,21.007011413599997,20.9738788605,20.8090763092,0.0990462229,0.0771761462,0.0533901006,0.0396745652,0.0295105893,23.3023490906,1.5211925507,2.1173629761000003,2.295337677,2.3284702301,2.4932727814,0.5961704254,0.7741451263,0.8072776794,0.9720802307,0.1779747009,0.211107254,0.3759098053,0.0331325531,0.1979351044,0.16480255130000002,1,0.0002374464,0
7669,25876,3.13806129875701e+18,1.23766223802263e+18,21.9332084656,21.455286026,21.3671836853,21.325746536300002,21.462978363,0.1887637228,0.1470834166,0.1017516255,0.0756123662,0.056241706,23.3887233734,1.4555149078,1.9334373474,2.0215396881,2.0629768371,1.9257450104,0.4779224396,0.5660247803,0.6074619293,0.4702301026,0.0881023407,0.1295394897,-0.007692337,0.041437149,-0.0957946777,-0.1372318267,1,0.0002457847,0
7832,26287,3.71723124771128e+18,1.23766263691359e+18,21.832668304400002,21.2792129517,21.0307197571,21.0717964172,20.8155212402,0.2237068564,0.174310863,0.1205874458,0.0896093994,0.0666529313,24.1722583771,2.3395900727,2.8930454254000004,3.14153862,3.1004619599,3.3567371369,0.5534553527,0.8019485473000001,0.7608718872,1.0171470642,0.2484931946,0.2074165345,0.4636917115,-0.0410766601,0.21519851690000005,0.256275177,1,-0.0003819076,0
7898,26475,3.16508289652124e+18,1.2376641320962e+18,23.0904521942,21.3785095215,21.0944805145,21.171415329000002,20.5267715454,0.1510213763,0.117674835,0.0814069062,0.0604940578,0.044996462800000005,23.6465835571,0.5561313629,2.2680740356,2.5521030426,2.4751682281,3.1198120117,1.7119426727,1.9959716797,1.9190368652,2.5636806488,0.284029007,0.2070941925,0.8517379761,-0.0769348145,0.5677089691,0.6446437836,1,-7.0467e-05,0
7899,26476,3.16508289652124e+18,1.2376641320962e+18,23.0904521942,21.3785095215,21.0944805145,21.171415329000002,20.5267715454,0.1510213763,0.117674835,0.0814069062,0.0604940578,0.044996462800000005,23.6465835571,0.5561313629,2.2680740356,2.5521030426,2.4751682281,3.1198120117,1.7119426727,1.9959716797,1.9190368652,2.5636806488,0.284029007,0.2070941925,0.8517379761,-0.0769348145,0.5677089691,0.6446437836,1,-6.04032684350386e-05,0
8014,26739,6.37841007935646e+18,1.23766509685539e+18,24.7972126007,20.9526119232,20.406370163,20.1941127777,20.014465332,0.0811268166,0.0632134676,0.0437307842,0.0324966609,0.0241715442,23.0083713531,-1.7888412476,2.0557594299,2.6020011901,2.8142585754,2.9939060211,3.8446006775,4.3908424377,4.603099823,4.7827472687,0.5462417602,0.7584991455,0.9381465912,0.2122573853,0.391904831,0.1796474457,1,0.0004166795,0
8024,26764,6.37844529486915e+18,1.23766509738983e+18,21.902145385700003,21.528783798200003,20.3076553345,19.4560337067,19.0543003082,0.0786652938,0.0612954646,0.0424039178,0.0315106548,0.0234381389,21.544790267899998,-0.3573551178,0.0160064697,1.2371349334,2.0887565612,2.4904899597,0.3733615875,1.5944900512,2.446111679,2.8478450775,1.2211284637,2.0727500915,2.47448349,0.8516216278000001,1.2533550263,0.4017333985,1,0.0,1
8055,26832,6.37925453864842e+18,1.23766510167962e+18,23.5118217468,21.7126998901,21.4027729034,21.0239677429,20.898443222,0.234716326,0.1828893721,0.1265220195,0.0940194204,0.069933176,22.8991355896,-0.6126861572,1.1864356995,1.4963626862,1.8751678467,2.0006923676,1.7991218566999998,2.1090488434,2.4878540039,2.6133785248,0.3099269867,0.6887321472,0.8142566681,0.3788051605,0.5043296814,0.1255245209,1,4.49112267233431e-05,1
8304,27493,3.86915736659218e+18,1.23766544098302e+18,22.568195343000003,21.7539730072,21.7549114227,22.016820907600003,22.5759239197,0.0430529416,0.0335465595,0.0232073553,0.0172455516,0.0128275221,22.931266784699996,0.3630714417,1.1772937775,1.176355362,0.9144458771,0.355342865,0.8142223358,0.8132839203,0.5513744354,-0.0077285767000000016,-0.0009384155,-0.2628479004,-0.8219509125,-0.2619094849,-0.821012497,-0.5591030121,1,0.0007003736999999999,0
8438,27819,6.37855077926385e+18,1.23766554888615e+18,20.9653682709,20.4632778168,20.2700958252,20.2751522064,20.3411960602,0.040285565,0.0313902423,0.0217156224,0.016137035600000002,0.0120029896,22.6063747406,1.6410064697,2.1430969238,2.3362789154,2.3312225342,2.2651786804,0.5020904541,0.6952724456999999,0.6902160645000001,0.6241722107,0.1931819916,0.1881256104,0.1220817566,-0.0050563812,-0.071100235,-0.0660438538,1,0.0004606231,0
